,movie,title,text,score,user,date,helpfulness_votes,positive_helpfulness_votes
230,Taxi Driver,Taxi Driver: Scorsese´s final seduction ...,"""Taxi Driver"" is in a way one of the most timeless movies ever, inspired by ""The Searchers"" directed by John Ford. The acting, the music, the direction, the script and the editing are all close to perfect. If you want to see a film by Martin Scorsese, see ""Taxi Driver"" first - it will always will be his most interesting feature.Even if just a couple of movies have the right to be called Classics, ""Taxi Driver"" must be one of them.Robert De Niro is a fine actor and this is his best performance up to date. It is perhaps only ""Taxi Driver"" that has convinced me that Martin Scorsese is a great director and that Robert De Niro has a huge capacity as an actor. I think that the other things that I have seen by this couple is not even close to ""Taxi Driver"".Martin Scorsese´s masterpiece has turned to be one of the most referenced modern movies ever. ""Taxi Driver"" is not pathetic, but still it gives the viewer such strong emotions from start to end, simply because of the strong job by Scorsese (and his team) that he surely won't surpass.Rating: 10 of 10.",10.0,latsblaster,2003/06/18,11,6
231,The Green Mile,'m sorry for what I am,"You tell God the Father it was a kindness you done. I know you hurtin' and worryin', I can feel it on you, but you oughta quit on it now. Because I want it over and done. I do. I'm tired, boss. Tired of bein' on the road, lonely as a sparrow in the rain. Tired of not ever having me a buddy to be with, or tell me where we's coming from or going to, or why. Mostly I'm tired of people being ugly to each other. I'm tired of all the pain I feel and hear in the world everyday. There's too much of it. It's like pieces of glass in my head all the time. Can you understand?",10.0,DemonKiki,2020/05/05,7,7
232,Spider-Man 2,Everything a comic-book movie should be,"I just saw this film at an exhibitor's screening, and it was everything a comic-book movie should be. I had low expectations, since I thought the first film was decent, but left a lot of great opportunities on the table. But not part 2. Raimi has really stepped up to the plate with this film, and created something that will be loved by both the mainstream viewer, as well as the film geeks and comic geeks. He took time with the characters, and gave Peter, M.J., Harry, and Aunt May some quality character development. We even get more of J. Jonah Jameson, which is great for the comic relief (even if I can't stop calling him 'Schillinger'). The CGI is much better this time around, and Spidey no longer looks rubbery.It is much more believable, and doesn't take you out of the moment at any point. Also, we're given a much better bad guy. Doc Ock is a fantastic villain, and much of this credit goes to Molina. He doesn't cheese it up at any point, and since Raimi gave us some time with him and his wife before the experiment goes wrong, we see that he's a kind man who wants to make the world a better place. Honestly, the film is dripping with pathos, and yet it doesn't feel like it's trying too hard to do so. And when we get to see how vulnerable Peter Parker is (wait until you see the subway car scene), we actually feel for the poor guy. This is the first comic-book film that got me to feel for the lead character, and I'm grateful for that.I'm a big fan of the X-Men movies, but this film has a lot more heart than either of those. Thinking back, I can't remember a better comic-book film. Spider-Man 2 gave me everything I wanted, and more. Kudos to Raimi for finally hitting one out of the park. I almost can't believe it, but this one is a 10/10, and I cannot wait to see it again on 6/29.",10.0,LordBling,2004/06/12,3,3
233,Goodfellas,Predictable story of an average gangster,"At a most general level the movie is about a dilemma of an average gangster. At certain point in his career if things go wrong, an average mobster faces a dilemma. A dilemma of becoming either a 'rat' or a 'martyr'.At the story level the most of the characters are all too 'rationalistic', in the sense that most of the time they are doing whatever they got to do to stay fit and survive. Probably the only exception is Tommy DeVito, whose overcompensating, psychotic aggression makes him the only interesting character. However, even in his case, the all too 'rationalistic' social milieu makes his fate far to predictable. Everybody except Tommy know the rules and know the limits. There are rules to rob, rules to kill, rules to betray and rules to go to jail. Tommy is the only person that challenges the order.Overall, contrary to romantic stereotypes, the portrayal of mafia world gives a picture of strict subordination and 'law-abidingness'. The story gives the picture of the mafia world that is exactly the opposite of what the narrator's childhood memories describe. What seemed to be the world of the free, daring and interesting, strong men, appears as a world of socially conditioned, 'rationalistic' and predictable world of predator mammals, who do whatever their dominant cultural environment permits or commands them to do.",1.0,lashawill,2012/12/19,69,25
234,Goodfellas,The Ultimate Gangster Film,"Goodfellas is the type of movie that has it all. Action, thriller, suspense and even some comedy thrown in makes this epic film the best of it's kind. The pace of this film is brilliant. There is no dull scene, no fillers and it leaves you completely entertained from start to finish. Joe Pesci is absolutely amazing and deserved the Oscar no question. You don't even have to be a person that likes gangster films to appreciate Goodfellas. If you were one of the people that found The Godfather to be a little slow or boring at times, I highly recommend this film as a substitute ""mafia"" film. You will definitely get your money's worth if you rent this one. Best film of the 90's without a doubt.",10.0,seventhsamurai1954,2005/08/04,32,20
235,Taxi Driver,A difficult film to review...,"What can you say about ""Taxi Driver"" that hasn't been said already? It's phenomenal. I'm not a fan of Scorsese's other directorial efforts, really--nor am I a big DeNiro fan--but everything about this film is absolutely, unquestionably RIGHT. So many people seem to be confused when they watch this movie: they either root for Travis Bickle when he finally loses his marbles, or they feel that ""Taxi Driver"" tries to justify racism and misogyny. I don't think there's any need to go to such extremes. Yes, there are elements of racism and misogyny here, but the film doesn't promote those attitudes. And as for Travis being the nominal ""hero"" of the film, I don't believe that this was Paul Schrader's intention, either. There ARE no heroes; ultimately, this is just the very grim story of a marginalized man who loses what little control he had to begin with. This is why ""Taxi Driver"" appeals to people, I believe, but it's also why the film is routinely misinterpreted. As Schrader has said, this is a film about alienation. ""Taxi Driver"" tells an interesting, engaging human story and that's what makes it great--not the social commentary, or what's viewed as such.",10.0,InjunNose,2004/07/09,11,6
236,Taxi Driver,A Descent Into Madness,"""Taxi Driver"" starts off with a beautiful and perfectly fitting score from composer, Bernard Hermann, as we see the blurred city of New York as the fast paced lights from cars and signs are distorted and put into slow motion. ""Taxi Driver"" is one of Martin Scorsese' finest achievements as he teams up with Robert De Niro. Travis Bickle (De Niro) is the title character. The acting as a whole is exceptional. Harvey Keitel has an extremely small part as a pimp named Sport, and he brings a forgettable character to center stage. Keitel is so good in this you wish you would get to see more from his character. Jodie Foster plays the prostitute under Sports rule. Iris, is 12 years old, and for a 14 year old actress (at the time), Foster deals with some heavy and extremely adult material, and she handles it incredibly well. Keitel and Foster have a scene together where Sport holds her and slowly dances with her as he whispers into her ear about how lucky he is to have a woman like her. It's an utterly repulsive scene. The look on his face mixed with the calm and safe look on the face of Iris, is pretty disgusting. It's extremely well acted even though it's a pretty quick and minor scene. In this one scene we see the type of control Sport has over the young, impressionable child that he abuses and takes advantage of. These are the kinds of things that set Travis Bickle off. The film is a classic that dissects the fallout of one mans loneliness and his thirst for acceptance, recognition and notice. The editing is very good, the direction is great, but it's carried by a magnificent script from Paul Schrader and a great lead performance. This probably stands as De Niro's second best work to ""Raging Bull,"" and among the finest acting performances of all time. Travis Bickle is the self proclaimed, ""God's lonely man."" Bickle walks amongst the people on the filthy, crowded streets of New York City. Wherever he goes, he goes unnoticed; like a ghost meandering through life's morbid boredom of repetitiveness as each day endlessly runs into the next. Bickle suffers from an inability to sleep so he goes to the porno theaters after 12 hour shifts. His mind is constantly racing as he takes various forms of pills and abuses alcohol. The former Vietnam Veteran has a damaged psyche that continues to get worse and worse as the disgust for the lowlifes of New York eat away at his consciences. The first act of the films starts with a normal looking man, with a regular hair cut and regular job in an irregular city. We watch Bickle go through everyday routines and his work habit is the main focus to derive attention away from his bloodlust. We don't see much wrong with him other than some signs of frustration and restlessness. He decides that his body needs some fine tuning as he reverts back to his days as a Marine. He meets up with a gun dealer and buys three pistols and a .44 magnum. He's ready for war, and the table is set. The ending of the film is controversial for its vagueness and its inability to state a clear purpose of reality or fantasy. The film strongly suggests a dream-like state as we watch with a long running overhead shot (possibly signifying Bickle's departure from the world?) of the carnage left in Bickle's wake. Then there's the music of a dream inducing state at the end of the scene, which is the strongest hint towards a dream like state. What we do know is that Travis Bickle takes the lives of lowlifes, degenerates, and the scum of the earth. He's treated as the hero and glorified by the media for his actions. This is a slap in the face to the media for finding that a vigilante did the right thing because it was for a good cause: Kill 5 scumbags, save 1. The final scene of the film is also controversial. We see Betsy for the first time since their big fight and she's no longer disgusted with Travis. Now the media has changed her opinion of him too. Travis has reverted back to the same look he spouted in the first act of the film. He's quiet, reserved and humble. He looks harmless. As the ride home goes along we find out that Palantine has won the nomination. After, Travis drops Betsy off, he leaves without taking her money and with a smile on his face he gives her a simple, ""So long."" As Travis drives off, he menacingly looks back into the mirror, representing a problem still exists, then we fade back to the start of the film. With the symbolic scenes throughout the film depicting Bickle's brooding, boiling, rage within; symbolizing the fact that nothing has changed. The near death experience doesn't cure him. The accolades from the media and the recognition from everyday people doesn't make it any better. He's still ready for war.",9.0,DaveDiggler,2008/06/25,110,86
237,Spider-Man 2,Wow really wild ride,"Again, Sam Raimi does it again with this new sequel to the famous first film. Parkers (Mcguire) now has to contend with a new villain who happens to be a very good friend by the name of Doctor Octavious. Or his evil name (Doctor Octopus). The friendly doctor gives a demonstration to a group of investors who needs to create an unlimited supply of energy harnessing the suns power but in a smaller version. When things go wrong, the doctors built in appendages which helps him in his experiments somehow give him the ability to create more havoc as his revenge runs rampant after the death of his beloved wife. Wanting to still create his experiments, doctor octopus begins his reign of terror across the city as Spiderman tries to quell his vindictive nature. A fantastic story that blends well with the familiar graphics everybody has come to love. A great summer movie for the kids who have nothing better to do, especially when they wear the uniforms.",10.0,blackmamba99971,2010/07/02,6,5
238,Taxi Driver,So open to interpretation that the plot falls out...,"The movie starts off with a mystery man walking into a dingy cab company and applying for a job. Something's off about him, he's friendly on the surface but underneath it there's something stiff and cold. He mentioned the Marine Corp, did something in Vietnam break him? Has he seen too many tragedies, and this waxen face is the most he can muster? Does he see the hookers and pimps, the human slime wandering the streets, and question what he was fighting for? And what about those pills he keeps taking – is there some underlying mental condition? Then, driving around in his cab he sees a woman. He stalks her to her job at a Senator's campaign office, and at first we think there's going to be some sort of conflict here, but then the camera pulls in to focus on her – and she's just as waxen and artificial as he is. Both of them speak with bizarre dialogue, just two degrees off of normal. Eventually he walks in, and they start dating.Then, another twist – Senator Palpatine *ahem* Palantine gets into his cab one night. When the Senator asks what he cares about, he tries to explain the human vermin wandering the streets. You see fear in the Senator's eyes... but he responds with a greasy quote about working hard and changing the system.At this point I was intrigued by the movie. I wanted to see how these characters would interact, conflict with each other; I wanted to know why the Taxi Driver was slightly off, and why this woman seemed to mimic him. Was the violence eventually going to be about some political or moral principle? Or will it be an emotional, shattering break down like some sort of Shakespearean tragedy? Unfortunately, none of this came to pass. For some reason he takes the woman on a date to a... porno theatre? In between orgy scenes and Dutch dialogue, there's a microscopic view of sperm fertilizing an egg. Whatever. The girl is initially hesitant, but accedes to watch the film, only to storm out in disgust five minutes later. She then disappears until the ending of the film.When he gives up on calling her, he starts stalking a 12 year old prostitute. They go for coffee, and he tries to convince her to quit. She calls him a square.Then he buys a whole bunch of guns and builds a nifty spring-mounted holster for his arm.Then he talks to a Secret Service agent, then wanders off.There's a long winded conversation between him and another cab driver – okay, I missed this part because I was busy talking about how many unnecessary scenes there were in this 115 minute long movie – but the bits I did catch didn't seem that critical.Then we watch a love scene between the 12 year old prostitute and her pimp. It's romantic, and it goes on forever. We have no idea who his character is – he's just 'the pimp.' Then the Taxi Driver shows up planning to shoot Senator Palpatine, screws up and runs away. After that he goes and shoots the pimp, the hotel owner, and a Mafioso. He then tries to commit suicide (never giving the 12 year old the money he'd set aside for her in an earlier scene), but he's out of bullets. For five long, long minutes we watch the camera pan over the bloody scene.Then we find out that he survived, he's a hero, and the girl went back to his parents. He's back to driving a cab, hanging out with his old cab-driving buddies (who were never fleshed out) then the girlfriend from earlier in the movie asks for a ride. He drives her home, they don't talk, and he doesn't charge her for the fare. Now the movies over.This movie fills me with rage and confusion. None of the characters are fleshed out, most of them are unnecessary to what little story there is, it's completely unrealistic – not in an artistic 'suspension of disbelief' way, just a stupid way – and I can't discern any point to this movie. Why does he call the street people scum, yet go to watch porn movies every night? What's his fundamental problem? Is he fixed at the end of the movie, and if so, what's fixed about him? All of this build up of him becoming Rambo, only to shoot three guys – and even then, screw that up badly? What about the love scene between the pimp and the 12 year old? Why the politician? And for god's sake, why were there so many dragged out, unnecessary scenes where absolutely nothing happened? 'Open to Interpretation' means that you can use a film/novel/song as a platform to discuss feminism, politics, racism, violence, human nature, and anything else – but the art itself has a distinct strand to it. This movie does not. It's sort of like the late-era Beatles' songs where they just slapped together random words... only those were at least entertaining and contained emotion. This movie had none of that. The only emotion it successfully conveyed was alienation – because I'm sure as hell feeling alienated right now.Deep existential questions are troubling my soul – if such ugliness as this can exist, than does beauty even matter anymore? This film is so ugly, sad, and broken that compared to it the most vigorous celebration of youth, love, and beauty is nothing but whistling in the dark as the universe dissolves into entropy, a featureless room-temperature void...I don't know if I'll ever feel joy again. Even the blue soulful depths of melancholy are a sweet fruit which will forever be gone from my life. It's with my last act of will and human charity that I beseech you – if you love yourself, then please – Don't watch Taxi Driver!",3.0,aurinidmj,2009/08/22,220,128
239,The Green Mile,"I'm tired, boss ..","My mom told me to watch this movie, but i never gave it a try, because i assumed it was one of those melodramatic movies that's nothing special.. Boy was I wrong.The Green Mile is A SPECIAL movie in all aspects. It is magical to watch it, and even more magical when you understand it.The film had its funny moments, its very very tense and dark moments, its very very sad moments. The Green Mile has everything! The casting is top notch, everybody in here is giving their best and it shows. Tom Hanks is amazing, but he always is (one of all time greatest actors for me), but Doug Hutchison and Sam Rockwell as two of the worst human beings ever on film (on film because in a TV series it's Joffrey and Ramsay from GOT, you can never get worse than THAT! ) - Percy and Wild Bill, stole the show for me. Michael Clark Duncan as John Coffey is at his best - maybe one of the most heart-warming characters in movie history.The acting is incredible, the story is captivating, there were some very very disturbing scenes - The Delacroix execution is one of the most disturbing scenes in a drama-fantasy movie. Just so spectacurarly done, I cane never watch this scene without biting my tongue, so, so gruesome. And of course there is the John Coffey execution at which i shed a tear or two. I have never done that watching a movie in my life, movies can't get a tear out of me, but the scene and Michael Clarke Duncan's performance were incredible. You can't just stand there neutral to what happens, you just can't.I can't say it's the greatest movie ever, but it comes darn close to that. The only film that got me so sad, it must be something. Definately one of those films that you need to watch before you die, 3 hours were like 30 mins. Spectacular and one of the greatest films ever for me. Amazing ! 10/10",10.0,talasam12345,2020/05/16,2,2
240,The Green Mile,Analysts...,"""We think of this place like an intensive care ward of a hospital."" So says Paul Edgecomb, who is in charge of Death Row in a Louisiana penitentiary during the Depression. Paul (Tom Hanks) is a nice man, probably nicer than your average Louisiana Death Row guard, and his staff is competent and humane--all except for the loathsome Percy, whose aunt is married to the governor, and who could have any state job he wants, but likes it here because ""he wants to see one cook up close."" One day a new prisoner arrives. He is a gigantic black man, framed by the low-angle camera to loom over the guards and duck under doorways. This is John Coffey (""like the drink, only not spelled the same""), and he has been convicted of molesting and killing two little white girls. From the start it is clear he is not what he seems. He is afraid of the dark, for one thing. He is straightforward in shaking Paul's hand--not like a man with anything to be ashamed of.This is not a good summer for Paul. He is suffering from a painful infection and suffering, too, because Percy (Doug Hutchison) is like an infection in the ward: ""The man is mean, careless and stupid--that's a bad combination in a place like this."" Paul sees his duty as regulating a calm and decent atmosphere in which men prepare to die.""The Green Mile"" (so-called because this Death Row has a green floor) is based on a novel by Stephen King, and has been written and directed by Frank Darabont. It is Darabont's first film since the great ""The Shawshank Redemption"" in 1994. That, too, was based on a King prison story, but this one is very different. It involves the supernatural, for one thing--in a spiritual, not creepy, way.Both movies center on relationships between a white man and a black man. In ""Shawshank"" the black man was the witness to a white man's dogged determination, and here the black man's function is to absorb the pain of whites--to redeem and forgive them. By the end, when he is asked to forgive them for sending him to the electric chair, the story has so well prepared us that the key scenes play like drama, not metaphor, and that is not an easy thing to achieve.The movie is told in flashback as the memories of Paul as an old man, now in a retirement home. ""The math doesn't quite work out,"" he admits at one point, and we find out why. The story is in no haste to get to the sensational and supernatural; it takes at least an hour simply to create the relationships in the prison, where Paul's lieutenant (David Morse) is rock-solid and dependable, where the warden (James Cromwell) is good and fair, and where the prisoners include a balmy coot named Delacroix (Michael Jeter) and a taunting monster named Wharton (Sam Rockwell).Looming over all is the presence of John Coffey (Michael Clarke Duncan), a man whose own lawyer says he seems to have ""dropped out of the sky."" Coffey cannot read or write, seems simpleminded, causes no trouble and exudes goodness. The reason Paul consults the lawyer is because he comes to doubt this prisoner could have killed the little girls. Yet Coffey was found with their broken bodies in his huge arms. And in Louisiana in the 1930s, a black man with such evidence against him is not likely to be acquitted by a jury. (We might indeed question whether a Louisiana Death Row in the 1930s would be so fair and hospitable to a convicted child molester, but the story carries its own conviction, and we go along with it.) There are several sequences of powerful emotion in the film. Some of them involve the grisly details of the death chamber, and the process by which the state makes sure that a condemned man will actually die (Harry Dean Stanton has an amusing cameo as a stand-in at a dress rehearsal with the electric chair). One execution is particularly gruesome and seen in some detail; the R rating is earned here, despite the film's generally benevolent tone. Other moments of great impact involve a tame mouse which Delacroix adopts, a violent struggle with Wharton (and his obscene attempts at rabble-rousing), and subplots involving the wives of Paul (Bonnie Hunt) and the warden (Patricia Clarkson).But the center of the movie is the relationship between Paul and his huge prisoner Coffey. Without describing the supernatural mechanism that is involved, I can explain in Coffey's own words what he does with the suffering he encounters: ""I just took it back, is all."" How he does that and what the results are, all set up the film's ending--in which we are reminded of another execution some 2,000 years ago.I have started to suspect that when we talk about ""good acting"" in the movies, we are really discussing two other things: good casting and the creation of characters we react to strongly. Much of a performance is created in the filmmaking itself, in photography and editing and the emotional cues of music. But an actor must have the technical and emotional mastery to embody a character and evoke him persuasively, and the film must give him a character worth portraying. Tom Hanks is our movie Everyman, and his Paul is able to win our sympathy with his level eyes and calm, decent voice. We get a real sense of his efficient staff, of the vile natures of Percy and Wharton, and of the goodness of Coffey--who is embodied by Duncan in a performance that is both acting and being.The movie is a shade over three hours long. I appreciated the extra time, which allows us to feel the passage of prison months and years. Stephen King, sometimes dismissed as merely a best-seller, has in his best novels some of the power of Dickens, who created worlds that enveloped us and populated them with colorful, peculiar, sharply seen characters. King in his strongest work is a storyteller likely to survive as Dickens has, despite the sniffs of the litcrit establishment.By taking the extra time, Darabont has made King's ""The Green Mile"" into a story which develops and unfolds, which has detail and space. The movie would have been much diminished at two hours--it would have been a series of episodes without context. As Darabont directs it, it tells a story with beginning, middle, end, vivid characters, humor, outrage and emotional release. Dickensian.",10.0,stefannemanja7,2020/07/30,3,2
241,Taxi Driver,Beep! Beep! Honk! Honk!,"I don't get it. I really don't. (And, I guess I never will) Why does this dreary, dead-end movie from the dreary, dead-end 1970s seem to rate so high with so many people? I can't, for the life of me, see how these people would give this certified dud 8 & 10-star ratings.I mean, Taxi Driver's story was less than interesting. There wasn't a single likable character in the whole lot of these NYC losers. The directing was, for the most part, very amateurish and inconsistent. And the violence was, at times, almost laughable.This, to me, was not in any way a satisfying movie-experience, yet people seem to, literally, fall all over themselves, heaping unwarranted praise on it.Personally, I think that most of these people who love Taxi Driver to pieces are probably now in their 50s and 60s.These people saw this film when it was first released in movie theaters back in 1976. And due to a sense of blind-nostalgia they continue to perceive this movie through rose-colored glasses. And, with that, there's absolutely nothing anyone can say that can shake that almost-senile sentimentality out of their little heads.",1.0,roddekker,2015/05/02,157,87
242,The Green Mile,Lots of crying,"Personaly iam that kind of guy who doesn't tear on atouching scene or anything like that,but in this movie i cryied like a baby ,it was a masterpiece,you will never see somthing like this in your life again",10.0,iiterrorisorii,2018/11/09,21,17
243,Goodfellas,Another version of the Godfather? No! Great movie? Yes!,"This movie was an instant classic to me. From the second I pressed Play, I knew it was going to be great. And it was. A lot of people bash this movie for being a knockoff of ""The Godfather"", but it is in no way a knockoff. This movie is based off a true story first off. Also, there's no ""mafia"" or ""families"" really to speak of. And a majority of the characters are Irish, not Italian. I liked all the different characters involved, the wiseguys, the losers, the brutes, the smart AND dumb people, you name it. The fighting/shooting/heist scenes were perfectly executed (no pun intended). Ray Liotta is great as Henry Hill, he explains everything so well and makes ""the life"" look great. Robert DeNiro really proved himself once again in the part of Jimmy Conway. And Joe Pesci was perfect to play Tommy DeVito. All the supporting/side characters were great as well. I give this a 10/10, which I don't do very often but this movie deserves it.",10.0,emperor_bender,2008/02/18,19,12
244,Spider-Man 2,Mr Evil Dead!!!!,"i watched SPIDERMAN and SPIDERMAN 2 when they were released, and i didn't write a review about either of them. Better late than never. This wont be much of an overview of the films; just a great big thank you Mr Sam Raimi for your great comic book hero come to life. I saw what you could do with no money, a great friend/eternal hero, camera angles, and sound, with your EVIL DEAD series, and look at what you can do with a budget. This is one of those rare times when the sequel was as good if not better than the first, and i am looking forward to SPIDERMAN 3 with anticipation. I wouldn't mind seeing another A SIMPLE PLAN type of film from you either. These are some of the best action-hero comic book character(s) i've ever seen brought to life. The ensemble casts with the likes of Alfred Molina, Thomas Hayden Church, Willam Dafoe, Cliff Robertson, Kirsten Dunst, and James Franco, Bryce Dallas Howard, Theresa Russell, Topher Grace, and of course, the spiderman himself, Tobey Maguire, is a treat in itself. Nice touch with Ted, Lucy, Bruce, and Briget too. gotta say, i'm a big Raimi fan....",10.0,pookey56,2007/01/09,22,13
245,Spider-Man 2,"It is not the typical sequel, it actually makes you forget that there was a part 1 of Spider-Man","Spider-Man 2 is the best movie this year so far. The last time I saw a movie this good was last year when I went to watch Finding Nemo. As a matter of fact, Spider-Man 2 beats ALL superhero movies of this decade and the 90s. To be more specific, the last time a superhero movie was done so well is the instant classic Batman, and SM2 even outperforms that movie at certain times. Spider-Man 2 improved on the original in every way possible, it took the formula that made the first one a hit and tweaked on it much more to create a masterpiece of writing, acting, and special effects. So much happens in this movie, there was never a dull moment, and most of the time, you will be at the edge of your seat. Derived from a clever and very strong plot, a whole lot happens in the movie. The plot includes the fact that Harry Osborn is still hunting after Spider-Man, and also investing money in one of Dr. Otto Octavius's experiments, who turns out to be the main villain in the movie. Meanwhile, Mary Jane is being a successful model and is also an actress that is getting angrier and angrier at the fact that she can barely see Peter Parker. Not only that, but Mary Jane is also planning on getting married to an astronaut. In the meantime, Peter Parker continues struggling mixing his day life with his two friends and his aunt, with his nightlife as Spider-Man. So much happens, you wonder how all this manages to fit into just 125 minutes. This plot is the reason why the movie stays fresh and exciting throughout the entire time. Spider-Man 2 has much more humor the 2nd time around, much more romance and tear-jerking moments, more action, and much more moments that would make you jump out of your seat. The funniest character in the movie is Peter Parker's boss, which is the bossy, mean, not-too-smart, manipulative and just plain awful J. Jonah Jameson. The standout funny scenes in the movie are any scene with Jameson and also a hysterical scene in an elevator involving Spider-Man and a stranger. Mary Jane and Harry, despite still being major roles in Peter Parker's life, are not around as much in the movie, but they are in many major scenes anyway.The acting was excellent; everyone did his or her part wonderfully. Tobey Maguire did a good job as the strong yet tired and vulnerable Peter Parker/Spider-Man. Kirsten Dunst played the beautiful Mary Jane with plenty of emotion and James Franco does the angry and unsure Henry Osborn. J.K. Simmons gives perhaps the best performance of the movie as J. Jonah Jameson. The main villain (Awesome performance by Alfred Molina), even though gets less screen time than The Green Goblin from the original Spider-Man, offers up a lot more scares and a couple of awesome fights against Spider-Man. The Green Goblin had 3 fights against Spider-Man, two minor, and one major. Dr. Otto has three fights against Spider-Man, 2 of them phenomenally awesome fights, and one smaller and shorter fight. One last note, I must applaud in Rosemary Harris's wonderful performance as Aunt May.The fight scenes were much, much, much, much better the second time around. The fights are not only longer, but have much more action, much more awe-inspiring little moments in the fight, and are in a much larger range. What I mean by the range is that the fight takes a lot more room, a lot more space. While the fights in the original Spider-Man are in a building or a burning apartment, the fights in the sequel take place at first in a bank and then goes up to a huge building, and then the best fight of all involves the top of a clock tower, and then heads on to a runaway train [Which is the best fight I have seen in years, I may add]. What separates this superhero movie from the other superhero movies is that it does an awesome job of mixing the romance, comedy, action, and jaw-dropping moments so that it appeals to every single person wanting to watch it. The ending reveals so much; I cannot really discuss much about it. In some parts it will shock you, in some parts it may disappoint, and last of all, it keeps you asking for more, hours after the movie is finished. It was fantastic, in my opinion, and it will appeal to a lot more people than the original. The sequel stays very close to its comic book roots and does an excellent job with the special effects. Bottom Line: Fantastic movie. Despite perhaps the ending at one point, which I should not reveal much of, this movie will not disappoint at all. It was truly worth all the hype, and is the most exciting, most rewarding, and funniest, and best movie of the year. It was more action packed than all action films out now, it is funnier than most comedies out this decade [cough*Shrek 2*cough], and because of the great close-ups and brilliant acting, I find this one of the more emotionally-moving films out there today. I was impressed, and I am waiting for part 3 already. The only thing that part 1 has the advantage of is perhaps the villain, I really did enjoy seeing the Green Goblin, but besides that, the original is nothing compared to this. Go see Spider-Man 2, now, it is a crime to not watch and experience this movie. Final Score: 9.5 /10 [A]",10.0,diac228,2004/06/30,3,3
246,Goodfellas,Goodfellas,"The gradual transition from Romanticism to reality is just in line with the audience's perception changes in the process of understanding the gangster's life. To see the big from the small, there is no epic spirit of godfather, but there is a sense of immersive. The final result is beyond the fatalism.",10.0,yls-39525,2020/06/23,4,3
247,Goodfellas,A terrific film which depicts the insanity of a career in the mafia.,"By and far the largest complaint I hear from people is the use of voice-over in film. Many complain of how it destroys the purpose of a movie as a visual medium. ""The actors should convey emotion through their acting, not through voice-over,"" these critics might say. I argue that in certain cases, voice-over can make a film better. ""Goodfellas"" is my proof that v/o helps a film (as well as terrific direction, masterful cinematography, Schoonmakerian editing and a killer soundtrack, but those are givens in a Scorsese flick). How else could we really understand Henry Hill's incredible story of prosperity and joy which eventually turns into one of paranoia and depression?""Goodfellas"" is the story of Henry Hill (Ray Liotta), a low ranking soldier (or something like that) in boss Paul Cicero's crew of Brooklyn wise guys. It's also about his friends and partners in crime Jimmy Conway (Robert De Niro) and Tommy DeVito (Joe Pesci) and his wife Karen (Lorraine Bracco). It begins with good times spread around, but due to some poor decision making on everyone's part, the good times don't last long.""Goodfellas"" is a mix of black comedy and dark drama which is all the more affecting because of the humanity of the two main characters, Henry and Karen Hill. Karen is especially sympathetic due to her innocence. She tries to rationalize her husband's actions in her v/o, as Henry explains everything he thinks in his v/o.Back to the point of v/o: It is necessary for Henry to speak his mind in v/o because as ""Sopranos"" creator David Chase said, these guys usually are lying when they talk to their fellow mafia members.The one thing I haven't mentioned is the incredible acting by the whole cast. Liotta and Bracco shine here more than anyone else in the cast. (Yeah, Pesci is the most memorable part of this movie according to many other people, but he was much better in ""Raging Bull"" as was De Niro*. That's saying something about ""Raging Bull"" because Pesci won an Oscar for this film.) Everyone else here was great too.Overall, Goodfellas is a must see for any Scorsese fan. It's my favorite movie of his and I think his magnum opus. Marty grew up around these people, so who better to tell their story? *Robert De Niro is excellent movie he does. He probably even did research on the CIA and the florist industry for ""Meet the Fockers"".",10.0,kpt4001,2007/06/23,12,8
248,Taxi Driver,A Shattering Tale In First Person Singular,"The impact that ""Taxi Driver"" had in its day hasn't diminished, on the contrary, it has acquired a relevance of Shakesperean proportions. Travis's loneliness is a hyper representation of the same loneliness most humans have experienced at different times in different measures. It is always associated with a nightmare and Martin Scorsese delivers it like a nightmare. Travis, possessed by Robert De Niro at the zenith of his powers, cruises in his taxi enveloped in Bernard Herrman and we, well, we're the passengers and everything looks terrifying and familiar at the same time. Paul Schrader sensational screenplay comes to life with the jolting force of a rude awakening. Like it happens, more often than not, with masterpieces, it signed in a rather direct way the lives of the ones who live it in a movie theater and the ones who made it. Scorsese being the giant that he is, survived it and will continue startling us I'm sure but I also bet that for years everything he did was compared to this movie. De Niro and his ""You looking at me"" became such an iconic phrase that even he himself ended up impersonating it. Jodie Foster awoke the insane devotion of a real life would be killer and New York, the greatest city in the world was shown with its underbelly up. A work of art, a superlative reminder of what film could actually give us and very rarely does.",10.0,willandthomas-picturehou,2007/10/11,212,166
